 - 채소 -
이마트몰/채소
25,홈플러스,브로콜리(국산/송이),"2,190"
26,홈플러스,대파 1KG(봉),"3,990"
27,홈플러스,깻잎 (봉),"1,490"
28,홈플러스,창녕 본(本)마늘 500G(봉),"5,490"
29,홈플러스,컷팅 양배추(국산) (개),"1,490"
30,홈플러스,양송이 버섯180G (팩),"3,990"
 
지마켓/채소
1,지마켓,아빠의 마음 햇꿀밤못난이 10kg(사이즈랜덤),"34,900"
2,지마켓,한입 밤고구마 1팩,"1,800"
3,지마켓,꿀 호박 고구마(특) 10kg 오븐용 추천크기 세척고구마,"67,530"
4,지마켓,착한푸드 양파말랭이 건조양파 말린양파 국내산 100g,"8,730"
5,지마켓,의성 남해 통영 국내산 햇마늘 깐마늘 1kg 깐마늘 1kg,"9,900"
6,지마켓,국내산 흙당근 제주당근  몬난이 당근 10kg 쥬스용,"7,750"
7,지마켓,흙에서 키운 자색당근 3KG 세척한 햇 자색당근,"29,310"
8,지마켓,국내산 햇 당근~  제주 구좌당근 몬난이 쥬스용 10kg,"7,750"
9,지마켓,나나팜 호밤 고구마 (소) 5kg 무농약 세척,"25,390"
10,지마켓,나나팜 호밤 고구마 (특) 5kg 무농약 세척,"35,190"
11,지마켓,노지 첫출하 햇감자 특크기 5kg 특 (찜용/요리용),"10,800"
12,지마켓,국산 볶은 돼지감자 600g 돼지감자차 뚱딴지,"10,500"
13,지마켓,포슬포슬한 두백 햇감자 2021 6월 분감자 상사이즈 5kg,"21,900"
14,지마켓,꿀밤고구마 5kg(못난이/크기랜덤),"18,530"
15,지마켓,감자 대 5kg 21년 햇감자,"12,780"
16,지마켓,토글토글 무안황토 고구마 특상 특상 3kg,"21,780"
17,지마켓,포슬포슬 수분가득 밀양 햇 수미감자 5kg,"20,500"
18,지마켓,포슬포슬 수분가득 밀양 햇 수미감자 1kg,"4,900"
19,지마켓,임성규네 아이스 군고구마 1kg,"7,750"
20,지마켓,이탈리안블렌드(LAIYANG) 1kg,"4,600"
21,지마켓,GAP인증 국내산 100% 아삭아삭 콜라비 3kg,"11,900"
22,지마켓,부드러운 보성 햇 수미감자 1kg,"3,900"
23,지마켓,부드러운 보성 햇 수미감자 5kg,"15,500"
24,지마켓,냉동 다진마늘 1kg,"9,900"
25,지마켓,국내산 볶은돼지감자 1kg / 돼지감자차 건조돼지감자,"16,900"
26,지마켓,국내산 볶은돼지감자 500g / 돼지감자차 건조돼지감자,"8,900"
27,지마켓,국산 건조생강 말린생강 생강차 편강 600g  원물 건강,"23,000"
28,지마켓,국산 건조생강 말린생강 생강차 편강 600g  건생강,"24,500"
29,지마켓,돼지감자 국내산 볶은 돼지감자 500g 돼지감자차,"15,590"
30,지마켓,조은해남  꿀밤고구마 특상 3kg,"18,530"
 
카카오쇼핑/농산물
1,카카오쇼핑, 아삭달콤 스테비아 대추방울토마토 망고맛토 500g 2팩,"17,000"
2,카카오쇼핑, [냉장배송] 고당도 스테비아 꿀 토마토 샤인빅마토 1kg+1kg,"25,900"
3,카카오쇼핑, 수분 가득 아삭 달콤 스낵오이 1kg 2팩 미니오이 스마트팜 재배 GAP인증,"11,900"
4,카카오쇼핑, [나누리마켓] 대추방울토마토 4.5kg (3-4번/중소과),"19,900"
5,카카오쇼핑, 해풍맞고 자란 황토밭 무안 햇 자색양파 3kg/5kg(대/특),"10,900"
6,카카오쇼핑, [한경농협]제주 초당 옥수수 특품(15cm) 10개/20개 과일보다 더 달콤한 옥수수,"23,900"
7,카카오쇼핑, [옴마품]해풍으로 키운 제주 초당옥수수 특품 10개입 20개입,"20,900"
8,카카오쇼핑, 2021 노지 햇감자 5kg 대사이즈 외 (중/대/특/왕특),"6,900"
9,카카오쇼핑, 다이어트 최강식품 대추 방울토마토 3-4번과 4kg 2kg,"7,900"
10,카카오쇼핑, 국내산 포슬포슬 프리미엄 밤호박 1.5kg (3~4알),"15,900"
11,카카오쇼핑, 그린어스 유러피안 샐러드 모음전 80gx3팩+1팩(랜덤) (5종택1)/GAP/무농약 인증,"9,900"
12,카카오쇼핑, 유기농 뿌리째 살아있는 신선한 새싹보리 1kg 내외 (10-15cm),"9,900"
13,카카오쇼핑," 조은해남 꿀고구마 대/특상/중3kg ""뛰어난 품질의 베니하루카 품종""","17,900"
14,카카오쇼핑, 해풍 맞고 자란 무안 황토밭 햇 양파10kg(중/대),"14,900"
15,카카오쇼핑, [무료배송] 21년 수확 중 노지 햇 감자 5kg 중크기 / 당일 선별,"13,900"
16,카카오쇼핑, 토망고 스테비아 토마토 방울 완숙 찰 슈가 단 꿀 설탕 1kg 2kg 망고토마토,"5,900"
17,카카오쇼핑, 햇고구마 해남고구마 3kg 5kg 베니하루카 꿀밤 고구마,"10,900"
18,카카오쇼핑, 3일특가 5월수확 21년 햇감자 3kg 포슬포슬 수미감자,"6,900"
19,카카오쇼핑, 21년산 포근포근 구수한 국내산 감자 5kg,"6,900"
20,카카오쇼핑, 고당도 스테비아 방울토마토 500g+500g,"13,900"
21,카카오쇼핑, 랭킹닭컴 뜯고 바로 먹는 이지 샐러드 5종 5팩(450g),"13,600"
22,카카오쇼핑, 장흥군 우수 농산물인증 완숙 찰토마토 5kg 3-4번과,"14,900"
23,카카오쇼핑, 스테비아토마토 망고토마토 토망고 1kg+1kg 냉장배송,"27,900"
24,카카오쇼핑, [농가돕기] 21년 무안 햇양파 3kg 5kg 10kg / 산지직송,"5,900"
25,카카오쇼핑, 김제 고당도 트리벨리 파프리카 1.5kg,"13,900"
26,카카오쇼핑, 해남 황토 꿀고구마 5kg 베니하루카 3kg,"12,900"
27,카카오쇼핑, [전국 맛집-창녕 편] 1년에  딱1달 제철 포슬포슬 카스테라 홍감자,"19,800"
28,카카오쇼핑, 고당도 초당옥수수 아삭하고 수분이 많은 옥수수 10개 20개,"11,900"
29,카카오쇼핑, 산지직송 해남 황토밭 무농약 세척 꿀고구마 특상 3kg/5kg,"23,900"
30,카카오쇼핑, [자연맛남] 포슬포슬 햇 수미감자 5kg 10kg 중 대 특,"7,900"
 - 자사몰 - 
맛다름
국산과일
1,맛다름,[백양사농협] 2021년수확 프리미엄 오디(과상2호 품종) 급냉 산지직배송 1kg팩 * 4팩 아이스박스포장,"44,000원"
2,맛다름,[6/16부터 순차출고][국내산] 당도높은 문경 생체리(라핀 미국품종) GAP인증 1kg내외 팩,"28,500원"
3,맛다름,[6/7 순차출고][순천농협] 청매실(특대30mm이상)장아찌용 GAP인증 10kg내외 아이스박스,"37,000원"
4,맛다름,[6/7 순차출고][순천농협] 청매실(왕특33mm이상)장아찌용 GAP인증 10kg내외 아이스박스,"47,000원"
5,맛다름,달콤한 샤인마토 스테비아 대추방울토마토 500g 4팩,"33,000원"
6,맛다름,방울토마토  2kg내외(1~3번),"15,000원"
7,맛다름,대추토마토 500g*4팩  1~3번,"15,000원"
8,맛다름,대추토마토 500g*2팩  1~3번,"9,000원"
9,맛다름,맛있는 안동사과 8kg내외(39~46입/개당 170~200g내외),"35,000원"
10,맛다름,맛있는 안동사과 5kg내외(24~29입/개당 170~200g내외),"23,000원"
11,맛다름,맛있는 안동사과 2kg내외(9~12입/개당 170~200g내외),"12,000원"
12,맛다름,[국내산][대과] 경북 의성농협 세척사과 5kg내외(21~23입),"33,000원"
13,맛다름,[국내산] 사과  5kg내외(15~19입내/개당 250~300내외),"48,000원"
14,맛다름,[국내산] 사과  3kg내외(10~13입내/개당 250~300내외),"31,000원"
15,맛다름,달콤한 샤인빅마토 스테비아 완숙토마토 1kg*2팩 아이스박스 포장,"23,000원"
16,맛다름,[가락시장 경매!] 당도높은 맛있는 수박 6kg내외,"23,000원"
17,맛다름,맛있는 안동사과 1.3kg내외(5~8입/개당 170~200g내외),"9,000원"
18,맛다름,달콤한 샤인마토 스테비아 대추방울토마토 500g 2팩,"19,000원"
19,맛다름,[국내산][특]성주 용암 꿀 참외 5kg내외 봉(16~21입) 로얄사이즈,"29,000원"
20,맛다름,[국내산][특]성주 용암 꿀 참외 3kg내외 봉(9~12입) 로얄사이즈,"19,000원"
21,맛다름,[국내산][특]성주 용암 꿀 참외 1.5kg내외 봉(4~7입) 로얄사이즈,"12,000원"
22,맛다름,[국내산][대과] 경북 의성농협 세척사과 2.5kg내외(10~13입),"18,000원"
23,맛다름,[국내산] 머스크 메론 1입  1~1.6kg내외,"17,000원"
24,맛다름,[국내산] 사과 1.8kg내외(6~8입내/개당 250~300내외),"20,000원"
25,맛다름,[국내산] 신고배 2.5kg내외 4~6입(개당 480g내외),"24,000원"
26,맛다름,[국내산] 신고배 2.5kg내외 3~5입(개당 580g내외),"26,000원"
27,맛다름,[국내산] 하우스 감귤 3kg(30~49입내) 로얄과 사이즈 랜덤,"37,000원"
